Epoch,Loss,Training Time,SSIM,PSNR
1,2.439246892929077,53.881258599983994,0.6355070254206657,16.354556713104248
2,2.299198865890503,52.09086319999187,0.6564090883731842,17.205738973617553
3,2.2796666622161865,51.97193010000046,0.6591290539503097,17.006757555007933
4,2.344499349594116,51.98963550000917,0.6538153719902039,16.991808137893678
5,2.275689125061035,51.99188809999032,0.6692903804779052,17.369444942474367
